City,State,Zip,Bank,BankState,NAICS,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,MIS_Status
BALTIMORE HIGHLANDS,MD,21221,BBCN BANK,CA,445110,2,2,1,2,1,1,0,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$4,250.00 ",CHGOFF
HOUSTON,TX,77021,UNITED CENTRAL BANK,TX,339999,7,1,2,7,1,1,0,N,"$735,000.00 ",$0.00 ,"$835,000.00 ","$626,250.00 ",P I F
HAMILTON,OH,45013,FIRST FINAN BANK NATL ASSOC,OH,485310,1,2,3,0,1,1,0,A,"$75,000.00 ",$0.00 ,"$75,000.00 ","$63,750.00 ",P I F
PORTLAND,OR,97266,U.S. BANK NATIONAL ASSOCIATION,OH,811310,3,1,0,3,0,1,Y,N,"$102,975.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
SOUTH BETHLEHEM,NY,12161,BANK OF AMERICA NATL ASSOC,RI,484121,1,1,1,2,1,1,Y,N,"$48,607.00 ",$0.00 ,"$23,100.00 ","$11,550.00 ",P I F
FORT WORTH,TX,76103,GE CAP. SMALL BUS. FINAN CORP,TX,0,1,2,9,10,1,1,0,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",P I F
HOUSTON,TX,77042,COMERICA BANK,TX,541330,26,1,0,0,1,0,N,N,"$326,000.00 ",$0.00 ,"$326,000.00 ","$244,500.00 ",P I F
BLOOMINGTON,MN,55425,TWIN CITIES-METRO CERT. DEVEL,MN,0,5,1,1,4,1,0,N,N,"$125,000.00 ",$0.00 ,"$134,000.00 ","$134,000.00 ",P I F
ALPHARETTA,GA,30005,BANK OF AMERICA NATL ASSOC,NC,446120,1,1,0,1,1,1,Y,N,"$13,032.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
Langhorne,PA,19047,WELLS FARGO BANK NATL ASSOC,PA,0,2,1,0,0,1,0,0,N,"$55,000.00 ",$0.00 ,"$55,000.00 ","$27,500.00 ",P I F
SANTA ANA,CA,92705,OPUS BANK,CA,541110,5,1,0,0,1,1,N,N,"$702,000.00 ",$0.00 ,"$702,000.00 ","$526,500.00 ",P I F
COVINGTON,IN,47932,OLD NATIONAL BANK,IN,0,10,1,0,0,1,0,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$45,000.00 ",P I F
COSTA MESA,CA,92626,CITIZENS BUSINESS BANK,CA,0,9,1,0,0,1,1,N,N,"$447,100.00 ",$0.00 ,"$447,100.00 ","$335,325.00 ",P I F
WASHINGTON,PA,15301,"PNC BANK, NATIONAL ASSOCIATION",DE,238140,7,1,5,12,1,1,Y,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",CHGOFF
PALMDALE,CA,93551,WELLS FARGO BANK NATL ASSOC,SD,424210,1,1,1,1,1,1,Y,N,"$15,083.00 ",$0.00 ,"$15,000.00 ","$7,500.00 ",P I F
BELLPORT,NY,11713,JPMORGAN CHASE BANK NATL ASSOC,IL,493130,1,2,0,1,0,1,Y,N,"$87,398.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",CHGOFF
MOUNT AIRY,NC,27030,SURREY BANK & TRUST,NC,339950,30,1,0,30,0,2,N,N,"$58,000.00 ",$0.00 ,"$58,000.00 ","$49,300.00 ",P I F
ISLE OF PALMS,SC,29451,BANK OF AMERICA NATL ASSOC,NC,487210,6,1,0,6,1,1,Y,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
SPARKS,NV,89431,CAPITAL ONE NATL ASSOC,VA,561710,8,1,0,0,1,1,Y,N,"$97,056.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
MIDVALE,UT,84117,MOUNTAIN W. SMALL BUS. FINAN,UT,522310,13,1,6,13,1,0,N,N,"$154,000.00 ",$0.00 ,"$178,000.00 ","$178,000.00 ",P I F
CARMEL,IN,46033,STAR FINANCIAL BANK,IN,621910,10,1,0,10,1,2,N,N,"$214,000.00 ",$0.00 ,"$214,000.00 ","$107,000.00 ",P I F
SCOTTSDALE,AZ,85258,JPMORGAN CHASE BANK NATL ASSOC,IL,722110,0,2,20,0,0,1,N,N,"$255,800.00 ",$0.00 ,"$255,800.00 ","$191,850.00 ",P I F
AUSTIN,TX,78756,FIRST STATE BANK CENTRAL TEXAS,TX,561330,4,2,0,4,1,2,Y,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
LOS ALAMITOS,CA,90720,MUFG UNION BANK NATL ASSOC,CA,444190,2,2,3,2,1,1,0,N,"$425,000.00 ",$0.00 ,"$425,000.00 ","$318,750.00 ",CHGOFF
SAINT PAUL,MN,55114,CAPITAL ONE NATL ASSOC,VA,722110,9,1,5,9,0,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
SAN FRANCISCO,CA,94133,"CITIBANK, N.A.",SD,453998,15,1,3,15,1,1,Y,N,"$82,954.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
COLUMBUS,GA,31909,REGIONS BANK,GA,0,8,2,0,0,1,0,N,Y,"$25,000.00 ",$0.00 ,"$25,000.00 ","$20,000.00 ",P I F
SCHILLER PARK,IL,60176,BANCO POPULAR NORTH AMERICA,NY,332612,79,1,0,79,1,1,0,N,"$1,050,000.00 ",$0.00 ,"$1,050,000.00 ","$787,500.00 ",P I F
Kealakekua,HI,96750,BANK OF HAWAII,HI,541330,6,2,6,6,0,1,N,,"$50,000.00 ",$0.00 ,"$50,000.00 ","$42,500.00 ",P I F
SCHERERVILLE,IN,46375,FIRST FINAN BANK NATL ASSOC,OH,445291,4,2,0,0,1,1,0,Y,"$140,000.00 ",$0.00 ,"$140,000.00 ","$119,000.00 ",P I F
BANDON,OR,97411,C.C.D. BUS. DEVEL CORP,OR,0,4,2,0,0,0,0,N,N,"$33,000.00 ",$0.00 ,"$33,000.00 ","$33,000.00 ",P I F
MINNEAPOLIS,MN,55402,VENTURE BANK,MN,423940,7,1,0,0,1,1,N,N,"$320,000.00 ",$0.00 ,"$320,000.00 ","$240,000.00 ",P I F
POLK CITY,IA,50226,GRINNELL STATE BANK,IA,0,12,2,0,0,1,0,N,Y,"$40,000.00 ",$0.00 ,"$40,000.00 ","$32,000.00 ",P I F
MENDON,MA,1756,"BUSINESS LOAN CENTER, LLC",SC,722110,20,1,5,24,1,1,0,N,"$475,000.00 ",$0.00 ,"$475,000.00 ","$356,250.00 ",P I F
DRACUT,MA,1826,"READYCAP LENDING, LLC",CA,311811,12,1,2,10,1,1,0,N,"$237,000.00 ",$0.00 ,"$237,000.00 ","$177,750.00 ",CHGOFF
CHATSWORTH,CA,91311,BANCO POPULAR NORTH AMERICA,NY,621210,2,1,3,5,1,1,Y,N,"$95,642.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
SHEFFIELD COURT,VA,23234,BANK OF AMERICA NATL ASSOC,NC,484110,3,1,1,4,1,1,0,N,"$68,000.00 ",$0.00 ,"$68,000.00 ","$34,000.00 ",P I F
NIAGARA FALLS,NY,14304,HSBC BK USA NATL ASSOC,VA,448150,1,2,0,1,0,1,N,N,"$45,000.00 ",$0.00 ,"$45,000.00 ","$22,500.00 ",CHGOFF
NASHVILLE,TN,37214,SUNTRUST BANK,GA,541330,28,1,0,0,1,0,N,N,"$200,000.00 ",$0.00 ,"$200,000.00 ","$150,000.00 ",P I F
FEASTERVILLE,PA,19053,"PNC BANK, NATIONAL ASSOCIATION",DE,713940,1,2,1,1,1,1,0,N,"$200,000.00 ",$0.00 ,"$200,000.00 ","$150,000.00 ",CHGOFF
ST.CLAIRSVILLE,OH,43950,THE CITIZENS SAVINGS BANK,OH,561431,3,2,0,0,1,2,0,Y,"$105,000.00 ",$0.00 ,"$105,000.00 ","$89,250.00 ",P I F
Wilmer,AL,36587,UMPQUA BANK,OR,336214,2,2,8,2,0,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$42,500.00 ",P I F
Morgantown,WV,26501,THE HUNTINGTON NATIONAL BANK,OH,811198,0,1,0,0,0,1,N,N,"$8,000.00 ",$0.00 ,"$8,000.00 ","$4,000.00 ",P I F
RAHWAY,NJ,7065,"READYCAP LENDING, LLC",CA,445110,20,1,0,20,1,1,0,N,"$710,000.00 ",$0.00 ,"$710,000.00 ","$532,500.00 ",P I F
Columbia,MD,21045,SUNTRUST BANK,GA,453310,5,1,1,5,0,1,Y,N,"$106,688.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
ROLLA,MO,65401,U.S. BANK NATIONAL ASSOCIATION,OH,713990,68,1,0,68,0,2,Y,N,"$85,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
ROCKWALL,TX,75087,WELLS FARGO BANK NATL ASSOC,SD,0,6,1,0,0,1,0,N,N,"$700,000.00 ",$0.00 ,"$700,000.00 ","$525,000.00 ",P I F
HARRISBURG,PA,17110,CENTRIC BANK,PA,812199,5,2,0,0,1,1,0,Y,"$43,000.00 ",$0.00 ,"$43,000.00 ","$36,550.00 ",P I F
GRAMBLING,LA,71245,JPMORGAN CHASE BANK NATL ASSOC,IL,445310,4,2,0,0,1,0,N,Y,"$25,000.00 ",$0.00 ,"$25,000.00 ","$20,000.00 ",P I F
SAINT CHARLES,MN,55972,MERCHANTS BANK NATL ASSOC,MN,722211,9,1,0,0,64882,2,0,Y,"$53,500.00 ",$0.00 ,"$53,500.00 ","$45,475.00 ",P I F
WATERLOO,IL,62288,REGIONS BANK,TN,0,14,1,0,0,1,1,N,N,"$232,060.00 ",$0.00 ,"$232,060.00 ","$174,045.00 ",P I F
BERGENFIELD,CA,7621,WELLS FARGO BANK NATL ASSOC,SD,0,1,1,0,0,1,0,0,N,"$480,000.00 ",$0.00 ,"$480,000.00 ","$336,000.00 ",P I F
ERIE,PA,16501,CITIZENS BANK OF PENNSYLVANIA,PA,484220,49,1,0,49,0,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
TYLER,TX,75701,SOUTHSIDE BANK,TX,0,65,1,0,0,1,0,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$37,000.00 ",P I F
BURLESON,TX,76028,CAPITAL ONE NATL ASSOC,VA,485510,22,1,2,22,0,1,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
SAN FRANCISCO,CA,94122,WELLS FARGO BANK NATL ASSOC,SD,0,2,1,0,0,1,0,N,N,"$140,000.00 ",$0.00 ,"$140,000.00 ","$126,000.00 ",P I F
CALEDONIA,OH,43314,"OHIO STATE BANK, THE",OH,0,4,1,0,0,0,0,N,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$22,500.00 ",P I F
DALLAS,TX,75207,BANK OF AMERICA NATL ASSOC,NC,541921,17,1,0,0,1,0,Y,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
MACOMB,IL,61455,CENTRUE BANK,IL,721110,15,1,0,0,22470,0,N,N,"$1,000,000.00 ",$0.00 ,"$1,000,000.00 ","$750,000.00 ",P I F
SALEM,OR,97306,BANK OF THE CASCADES,OR,722110,8,2,0,6,68020,1,Y,N,"$87,278.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",CHGOFF
SAINT JOSEPH,MO,64506,U.S. BANK NATIONAL ASSOCIATION,OH,448190,2,1,0,2,0,1,N,N,"$52,500.00 ",$0.00 ,"$52,500.00 ","$26,250.00 ",CHGOFF
DUBLIN,CA,94568,BBCN BANK,CA,448210,2,2,1,2,1,1,0,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",CHGOFF
LAS VEGAS,NV,89103,U.S. BANK NATIONAL ASSOCIATION,OH,312113,4,1,0,0,1,0,0,N,"$335,000.00 ",$0.00 ,"$335,000.00 ","$251,250.00 ",P I F
PHILADELPHIA,PA,19134,CITIZENS BANK NATL ASSOC,RI,561740,2,1,2,4,0,1,N,N,"$30,000.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
JOHNSTOWN,PA,15905,ALTOONA-BLAIR CNTY DEVEL CORP,PA,444130,49,1,10,39,1,0,N,N,"$867,000.00 ",$0.00 ,"$867,000.00 ","$867,000.00 ",P I F
MIAMI,FL,33196,BANK OF AMERICA NATL ASSOC,NC,238990,3,1,0,3,0,1,Y,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
JAMAICA,NY,11413,"CITIBANK, N.A.",SD,621310,1,1,0,1,1,1,0,N,"$30,000.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
OMAHA,NE,68112,AMERICAN NATIONAL BANK,NE,0,2,1,0,0,1,1,0,Y,"$34,400.00 ",$0.00 ,"$34,400.00 ","$27,520.00 ",P I F
CONYERS,GA,30013,STATE BANK AND TRUST COMPANY,GA,722110,1,2,20,21,1,2,0,N,"$408,300.00 ",$0.00 ,"$408,300.00 ","$306,225.00 ",CHGOFF
MARYSVILLE,WA,98270,WHIDBEY ISLAND BANK,WA,624120,1,1,0,0,1,1,N,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",P I F
CLEVELAND,OK,74020,COMMUNITY BANK,OK,453110,3,1,0,0,1,1,0,Y,"$53,000.00 ",$0.00 ,"$53,000.00 ","$45,050.00 ",P I F
JOHNSTON,IA,50131,CHARTER BANK,IA,238120,16,2,0,0,1,2,0,Y,"$150,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",CHGOFF
BINGHAMTON,NY,13905,"NBT BANK, NATIONAL ASSOCIATION",NY,532490,2,2,5,2,0,1,N,N,"$40,000.00 ",$0.00 ,"$40,000.00 ","$20,000.00 ",P I F
WEST CHICAGO,IL,60185,BANCO POPULAR NORTH AMERICA,NY,448310,3,1,2,1,1,1,0,N,"$80,000.00 ",$0.00 ,"$80,000.00 ","$40,000.00 ",P I F
TUCSON,AZ,85714,JPMORGAN CHASE BANK NATL ASSOC,IL,323110,3,1,2,5,0,1,Y,N,"$67,243.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
SEATTLE,WA,98122,U.S. BANK NATIONAL ASSOCIATION,OH,541940,10,1,0,10,1,1,0,N,"$562,000.00 ",$0.00 ,"$562,000.00 ","$421,500.00 ",P I F
KAILUA-KONA,HI,96740,FIRST HAWAIIAN BANK,HI,0,1,2,0,0,1,0,N,N,"$87,288.00 ",$0.00 ,"$87,288.00 ","$78,559.00 ",P I F
WASHINGTON,DC,20032,INNOVATIVE BANK,CA,446120,1,2,1,1,1,1,0,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$4,250.00 ",P I F
VANCOUVER,WA,98660,NORTHWEST SMALL BUS. FINAN COR,OR,0,24,1,0,0,0,0,N,N,"$177,000.00 ",$0.00 ,"$177,000.00 ","$177,000.00 ",P I F
OWASSO,OK,74055,RCB BANK,OK,445291,3,1,3,0,1,1,0,N,"$56,000.00 ",$0.00 ,"$56,000.00 ","$28,000.00 ",P I F
LITTLETON,CO,80129,KEYBANK NATIONAL ASSOCIATION,OH,421840,2,1,0,2,1,1,0,N,"$208,000.00 ",$0.00 ,"$208,000.00 ","$156,000.00 ",P I F
PHILADELPHIA,PA,19119,CITIZENS BANK NATL ASSOC,RI,813920,1,1,0,1,1,1,Y,N,"$77,289.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
SALINAS,CA,93908,"RABOBANK, NATIONAL ASSOCIATION",CA,0,15,1,0,15,1,1,0,N,"$436,500.00 ",$0.00 ,"$436,500.00 ","$327,375.00 ",P I F
CHESTER,NH,3036,CITIZENS BANK NATL ASSOC,NH,541611,2,1,0,2,1,1,0,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
BRECKENRIDGE,CO,80424,BANK OF THE WEST,UT,235510,3,1,2,3,1,2,0,N,"$261,900.00 ",$0.00 ,"$261,900.00 ","$196,425.00 ",P I F
LIVINGSTON,LA,70754,GE CAP. SMALL BUS. FINAN CORP,TX,235940,10,1,0,10,1,1,0,N,"$530,000.00 ",$0.00 ,"$560,000.00 ","$420,000.00 ",CHGOFF
SMITHFIELD,UT,84335,WELLS FARGO BANK NATL ASSOC,SD,235610,4,1,0,4,1495,1,0,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$85,000.00 ",P I F
SALT LAKE CITY,UT,84115,ZIONS FIRST NATIONAL BANK,UT,327124,4,1,0,4,0,2,N,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$35,000.00 ",CHGOFF
DES MOINES,IA,50320,U.S. BANK NATIONAL ASSOCIATION,OH,235610,3,1,0,3,1,1,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",CHGOFF
SUGAR LAND,TX,77479,FROST BANK,TX,0,3,2,0,0,1,0,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$45,000.00 ",P I F
LOUISVILLE,KY,40207,"PNC BANK, NATIONAL ASSOCIATION",KY,0,14,1,0,0,65150,0,0,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
BOCA RATON,FL,33486,BANK OF AMERICA NATL ASSOC,NC,711219,1,1,0,1,1,2,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
SALT LAKE CITY,UT,84115,BANK OF UTAH,UT,421110,45,1,0,0,1,0,N,N,"$452,400.00 ",$0.00 ,"$452,400.00 ","$339,300.00 ",P I F
WEST JORDAN,UT,84088,JPMORGAN CHASE BANK NATL ASSOC,IL,235610,9,2,0,0,1,0,0,N,"$70,000.00 ",$0.00 ,"$70,000.00 ","$35,000.00 ",P I F
HERCULES,CA,94547,BANK OF AMERICA NATL ASSOC,NC,722213,3,2,0,3,0,1,Y,N,"$10,925.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",P I F
YUMA,AZ,85365,JPMORGAN CHASE BANK NATL ASSOC,IL,424950,1,2,3,0,0,1,N,N,"$40,600.00 ",$0.00 ,"$40,600.00 ","$20,300.00 ",P I F
SPRINGFIELD,IL,62703,UNITED COMMUNITY BANK,IL,443112,4,1,0,4,0,1,Y,N,"$14,922.00 ",$0.00 ,"$12,000.00 ","$6,000.00 ",P I F
Brookline,VT,5345,"TD BANK, NATIONAL ASSOCIATION",DE,327112,2,1,0,2,0,2,N,N,"$30,300.00 ",$0.00 ,"$30,300.00 ","$15,150.00 ",P I F
SAN FRANCISCO NAVAL PUBLIC WOR,CA,95051,WILSHIRE BANK,CA,812320,3,1,0,3,1,1,0,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",P I F
NEW YORK,NY,10012,JPMORGAN CHASE BANK NATL ASSOC,IL,517910,3,2,0,3,0,1,Y,N,"$83,802.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
BISMARCK,ND,58503,AMERICAN BANK CENTER,ND,562998,22,1,0,22,1,1,0,N,"$60,000.00 ",$0.00 ,"$60,000.00 ","$51,000.00 ",P I F
GRAND RAPIDS,MI,49504,THE HUNTINGTON NATIONAL BANK,MI,235110,50,1,0,0,1,0,N,N,"$230,000.00 ",$0.00 ,"$230,000.00 ","$187,680.00 ",P I F
BOSTON,MA,2134,MIDDLESEX SAVINGS BANK,MA,541810,16,1,9,25,0,1,Y,N,"$300,000.00 ",$0.00 ,"$300,000.00 ","$150,000.00 ",P I F
GREENVILLE,NC,27858,FIRST SOUTH BANK,NC,0,4,2,0,0,1,1,0,Y,"$50,000.00 ",$0.00 ,"$50,000.00 ","$40,000.00 ",P I F
LISCOMB,IA,50148,MIDWESTONE BANK,IA,561730,2,1,0,0,1,2,N,N,"$58,000.00 ",$0.00 ,"$58,000.00 ","$49,300.00 ",P I F
FARMINGTON,MI,48336,CITIZENS BANK NATL ASSOC,RI,442110,6,1,0,6,0,1,Y,N,"$123,788.00 ",$0.00 ,"$75,000.00 ","$37,500.00 ",CHGOFF
OCALA,FL,34480,AMERIS BANK,FL,443111,2,2,0,0,1,0,N,Y,"$55,000.00 ",$0.00 ,"$55,000.00 ","$44,000.00 ",P I F
NEW YORK,NY,10033,JPMORGAN CHASE BANK NATL ASSOC,IL,621210,5,1,0,5,1,0,0,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
KEYPORT,NJ,7735,"PNC BANK, NATIONAL ASSOCIATION",DE,238220,4,2,2,6,0,1,T,N,"$88,820.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
EAST GREENWICH,RI,2818,BANK OF AMERICA NATL ASSOC,NC,0,6,1,0,0,1,0,N,N,"$115,000.00 ",$0.00 ,"$115,000.00 ","$103,500.00 ",P I F
WILMINGTON,DE,19805,DELAWARE COMMUN DEVEL CORP,DE,0,13,1,2,11,1,0,N,N,"$165,000.00 ",$0.00 ,"$165,000.00 ","$165,000.00 ",P I F
HUNTSVILLE,AL,35801,REGIONS BANK,AL,621210,6,1,0,0,1,0,N,N,"$497,568.00 ",$0.00 ,"$497,568.00 ","$417,957.00 ",P I F
ATLANTA,GA,30336,CORNERSTONEBANK,GA,321999,48,1,0,48,1,1,0,N,"$75,000.00 ",$0.00 ,"$75,000.00 ","$56,250.00 ",P I F
HUNTINGTON PARK,CA,90255,WELLS FARGO BANK NATL ASSOC,SD,0,5,1,0,0,0,0,N,N,"$300,000.00 ",$0.00 ,"$300,000.00 ","$255,000.00 ",P I F
SHEBOYGAN,WI,53081,WISCONSIN BUS. DEVEL FINAN COR,WI,721110,4,2,8,0,1,1,N,N,"$1,149,000.00 ",$0.00 ,"$1,149,000.00 ","$1,149,000.00 ",P I F
FORT WORTH,TX,76134,COMMUNITY BANK,TX,235420,20,1,0,20,1,1,0,N,"$105,000.00 ",$0.00 ,"$105,000.00 ","$52,500.00 ",P I F
ST LOUIS,MO,63102,ST. LOUIS LOCAL DEVEL CO,MO,0,12,2,0,0,0,0,N,N,"$168,000.00 ",$0.00 ,"$168,000.00 ","$168,000.00 ",P I F
COLTON,CA,92324,"CITIBANK, N.A.",SD,811198,4,1,2,4,1,1,Y,N,"$61,246.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
MICHIGAN CENTER,MI,49254,HILLSDALE COUNTY NATIONAL BANK,MI,531120,3,1,0,3,0,2,N,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$35,000.00 ",P I F
DRAKES BRANCH,VA,23937,"SUPERIOR FINANCIAL GROUP, LLC",CA,484110,2,2,0,2,1,2,0,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$4,250.00 ",CHGOFF
BEVERLY HILLS,CA,90210,"SUPERIOR FINANCIAL GROUP, LLC",CA,321911,4,2,0,4,0,1,N,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$9,000.00 ",CHGOFF
SHARON (TOWN OF),MA,2067,CITIZENS BANK NATL ASSOC,RI,541330,2,1,0,2,1,1,Y,N,"$189,048.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
AKRON,OH,44310,CITIZENS BANK NATL ASSOC,RI,561730,7,1,0,7,1,1,N,N,"$95,000.00 ",$0.00 ,"$95,000.00 ","$47,500.00 ",P I F
KNOXVILLE,TN,37918,GE CAP. SMALL BUS. FINAN CORP,TX,621210,5,1,0,5,1,2,0,N,"$230,000.00 ",$0.00 ,"$230,000.00 ","$172,500.00 ",P I F
EVANS,GA,30809,SUNTRUST BANK,GA,541350,3,1,1,4,1,1,0,N,"$132,000.00 ",$0.00 ,"$132,000.00 ","$66,000.00 ",P I F
HOT SPRINGS,SD,57747,WELLS FARGO BANK NATL ASSOC,SD,236118,2,1,0,2,0,2,Y,N,"$57,793.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",CHGOFF
WEST JORDAN,UT,84081,MOUNTAIN AMERICA FCU,UT,722110,9,1,0,9,0,2,Y,N,"$43,382.00 ",$0.00 ,"$26,600.00 ","$13,300.00 ",CHGOFF
CHEVY CHASE,MD,20815,MANUFACTURERS & TRADERS TR CO,MD,335121,11,1,0,11,1,1,0,N,"$700,000.00 ",$0.00 ,"$700,000.00 ","$525,000.00 ",P I F
MIAMI,FL,33155,BANK OF AMERICA NATL ASSOC,NC,444130,2,1,0,2,0,1,N,N,"$34,941.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",CHGOFF
FORT WORTH,TX,76119,AMER NATL BK OF TEXAS,TX,541860,25,1,0,0,1,1,N,N,"$265,000.00 ",$0.00 ,"$265,000.00 ","$198,750.00 ",CHGOFF
STAYTON,OR,97383,COLUMBIA STATE BANK,OR,811412,2,1,0,0,1,2,0,Y,"$35,000.00 ",$0.00 ,"$35,000.00 ","$29,750.00 ",P I F
GRAND ISLAND,NE,68801,FIVE POINTS BANK,NE,0,11,2,0,0,1,0,N,N,"$230,500.00 ",$0.00 ,"$230,500.00 ","$172,875.00 ",P I F
Birmingham,MI,48009,"PNC BANK, NATIONAL ASSOCIATION",IL,448140,3,1,0,3,0,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
FENTON,MI,48430,BANK OF AMERICA NATL ASSOC,NC,448310,6,1,1,6,0,1,N,N,"$91,575.00 ",$0.00 ,"$91,575.00 ","$45,787.00 ",P I F
ORLANDO,FL,32808,TRANSAMERICA SMALL BUS. CAPITA,SC,0,13,1,0,0,1,0,N,N,"$300,000.00 ",$0.00 ,"$300,000.00 ","$252,000.00 ",P I F
SAN DIEGO,CA,92102,CDC SMALL BUS. FINAN CORP,CA,0,10,1,0,0,0,0,N,N,"$231,000.00 ",$0.00 ,"$231,000.00 ","$231,000.00 ",P I F
Central Islip,NY,11706,BANK OF AMERICA NATL ASSOC,NC,447110,3,2,0,3,39700,1,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
Erie,PA,16506,FIRST NIAGARA BANK NATL ASSOC,NY,722211,13,2,15,28,0,1,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
BOISE,ID,83702,U.S. BANK NATIONAL ASSOCIATION,OH,0,2,2,0,0,1,0,N,Y,"$21,000.00 ",$0.00 ,"$21,000.00 ","$18,900.00 ",P I F
SPRING LAKE HEIGHTS,NJ,7762,"PNC BANK, NATIONAL ASSOCIATION",NJ,446191,8,1,0,8,1,1,0,N,"$155,000.00 ",$0.00 ,"$155,000.00 ","$116,250.00 ",P I F
MASON,OH,45040,FIFTH THIRD BANK,OH,722110,7,1,0,0,1,1,0,Y,"$150,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",CHGOFF
Sandy,UT,84070,MOUNTAIN AMERICA FCU,UT,238310,8,2,2,0,0,2,N,N,"$34,983.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",CHGOFF
CLEARWATER,FL,33755,BANK OF AMERICA NATL ASSOC,NC,561499,7,1,0,0,1,1,N,N,"$90,000.00 ",$0.00 ,"$90,000.00 ","$45,000.00 ",CHGOFF
PHILADELPHIA,PA,19148,"TD BANK, NATIONAL ASSOCIATION",DE,624410,1,2,17,18,1,1,Y,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
ORELAND,PA,19075,CITIZENS BANK NATL ASSOC,RI,811121,2,2,0,2,0,1,Y,N,"$91,617.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
QUINCY,MA,2169,CENTURY BANK AND TRUST COMPANY,MA,332313,10,1,0,0,1,1,N,N,"$732,000.00 ",$0.00 ,"$732,000.00 ","$549,000.00 ",CHGOFF
